CAMMENU_0EV,0EV
CAMMODE_HIGHSENSITIVITY_GUIDE_2,φως μειώνοντας θόλωμα
CAMMODE_HIGHSPEEDSHUTTER,Κλείστρο υψηλής ταχύτητας
CAMMODE_HIGHSPEEDSHUTTER_GUIDE,Λήψη "παγωμένου" στιγμι-
CAMMODE_HIGHSPEEDSHUTTER_GUIDE_2,οτύπου σκηνής δράσης
CAMMODE_LANDSCAPE,Τοπία
CAMMODE_LANDSCAPE_GUIDE,Λήψη τοπίων
CAMMODE_LANDSCAPE_GUIDE_2,με μακρινή εστίαση
CAMMODE_MOVIE,Λειτουργία ταινίας
CAMMODE_MOVIE_GUIDE,Εγγραφή ταινίας με ήχο
CAMMODE_MOVIE_GUIDE_2,
CAMMODE_PAUTO,Αυτόματο πρόγραμμα
CAMMODE_PAUTO_GUIDE,Αυτόματη έκθεση με
CAMMODE_PAUTO_GUIDE_2,προσαρμόσιμες ρυθμίσεις
CAMMODE_SNOW,Χιόνι
CAMMODE_SNOW_GUIDE,Φωτεινή λήψη
CAMMODE_SNOW_GUIDE_2,λευκών σκηνικών
CAMMODE_SOFTSNAP,Απαλή λήψη
CAMMODE_SOFTSNAP_GUIDE,Λήψη θέματος
CAMMODE_SOFTSNAP_GUIDE_2,με απαλό φόντο
CAMMODE_TWILIGHT,Ημίφως
CAMMODE_TWILIGHTPORTRAIT,Πορτραίτο σε ημίφως
CAMMODE_TWILIGHTPORTRAIT_GUIDE,Λήψη πορτραίτων με
CAMMODE_TWILIGHTPORTRAIT_GUIDE_2,χαμηλό φωτισμό με φλας
CAMMODE_TWILIGHTTRIPOD_GUIDE,Λήψη σκηνής με χαμηλό
CAMMODE_TWILIGHTTRIPOD_GUIDE_2,φωτισμό με χρήση τριπόδου
CAMMODE_WATER,Υποβρύχια
CAMMODE_WATER_GUIDE,Υποβρύχια λήψη σε φυσ-
CAMMODE_WATER_GUIDE_2,ικά χρώματα με περίβλημα
CLOCKMENU_APR,ΑΠΡ
CLOCKMENU_AUG,ΑΥΓ
CLOCKMENU_DEC,ΔΕΚ
CLOCKMENU_DMY,Η-Μ-Ε
CLOCKMENU_FEB,ΦΕΒ
CLOCKMENU_JAN,ΙΑΝ
CLOCKMENU_JUL,ΙΟΥΛ
CLOCKMENU_JUN,ΙΟΥΝ
CLOCKMENU_MAR,ΜΑΡ
CLOCKMENU_MAY,ΜΑΪ
CLOCKMENU_MDY,Μ-Η-Ε
CLOCKMENU_NOV,ΝΟΕ
CLOCKMENU_OCT,ΟΚΤ
CLOCKMENU_SEP,ΣΕΠ
CLOCKMENU_UNKNOWN,---
CLOCKMENU_YMD,Ε-Μ-Η
COM_AUTO,Αυτόματα
COM_BACK,Πίσω
COM_CANCEL,Ακύρωση
COM_CLEAR,Αφαίρεση
COM_CLEARALL,Διαγρ. όλων
COM_CONTINUE,Συνέχεια
COM_CREATED,Δημ/θηκε
COM_ENTRY,Προσθήκη
COM_EXIT, Έξοδος
COM_FAST,Ταχεία
COM_HIGH,Υψηλό
COM_INTERNALMEMORY,Εσωτερική μνήμη
COM_LOW,Χαμηλό
COM_MED,Μεσαίο
COM_MIN,λεπ
COM_MOVIEREC,ΕΓΓ
COM_MOVIESTBY,Αναμονή
COM_MS,Memory Stick
COM_MS_AND_INTERNALMEMORY,Memory Stick ＋ Εσωτερική μνήμη
COM_NOOFFILES,Αριθμός φακέλων
COM_NORMAL,Κανονική
COM_OFF, Όχι
COM_OK,OK
COM_ON,Ναι
COM_PREVIEW,Προεπισκόπ.
COM_REMAIN,Λοιπές λήψεις
COM_SAVE,Αποθήκευση
COM_SLOW,Αργή
COM_STANDARD,Τυπικό
COM_STANDARD2,Τυπικό
COM_START, Έναρξη
COM_USBMODE,Λειτουργία USB
COM_VOLUME,ΗΧΟ
COU_640FINE,640(Fine)
COU_640FINE_2,μη διαθέσιμο
COU_AUDIOPLUGIN,Για έξοδο ήχου, συνδέστε
COU_AUDIOPLUGIN_2,βύσμα ήχου
COU_BATTERY_HEATED,Υπερθέρμανση κάμερας
COU_BATTERY_HEATED_2,Αφήστε να κρυώσει
COU_BATTERY_INFOLITHIUM,Για μπαταρία
COU_BATTERY_INFOLITHIUM_2,"InfoLITHIUM" μόνο
COU_BATTERY_INVALID,Για χρήση με συμβατή
COU_BATTERY_INVALID_2,μπαταρία μόνο
COU_BGM_ERROR,Σφάλμα μουσικής
COU_BGM_ERROR_2,
COU_BGM_FORMATERROR,Σφάλμα διαμόρφωσης μουσικής
COU_BGM_FORMATERROR_2,
COU_BURST_INVALID,Λειτουργία ριπής άκυρη
COU_BURST_INVALID_2,
COU_CANNOTACCESS_MS,Αδύν πρόσβ σε Memory Stick
COU_CANNOTACCESS_MS_2,Αδυναμία πρόσβασης
COU_CANNOTCREATE_FOLDERS,Η δημιουργία περισσότερων
COU_CANNOTCREATE_FOLDERS_2,φακέλων δεν είναι δυνατή
COU_DATA_ERROR,Σφάλμα αρχείου διαχείρισης εικόνας
COU_DATA_ERROR_2,
COU_ERROR10,Σφάλμα10
COU_ERROR20,Σφάλμα20
COU_ERROR30,Σφάλμα30
COU_ERROR40,Σφάλμα40
COU_ERROR50,Σφάλμα50
COU_EXCEEDED_LIMIT,Επιλέχτηκε ο μέγιστος
COU_EXCEEDED_LIMIT_2,αριθμός εικόνων
COU_FILEERROR,Σφάλμα αρχείου
COU_FILEERROR_2,
COU_FILEPROTECT,Προστασία αρχείου
COU_FILEPROTECT_2,
COU_FLASHSETTING_INVALID,Η αλλαγή των ρυθμίσεων
COU_FLASHSETTING_INVALID_2,φλας δεν είναι δυνατή
COU_FOLDER_ERROR,Σφάλμα φακέλου
COU_FOLDER_ERROR_2,
COU_FORMATERROR_INTERNALMEMORY,Σφάλμα διαμόρφωσης
COU_FORMATERROR_INTERNALMEMORY_2,εσωτερικής μνήμης
COU_FORMATERROR_MS,Σφάλμα διαμόρφωσης
