CAMMENU_0EV,0EV
COU_MS_LOCKED_2,
COU_MS_TYPEERROR,Memory Stick-typefeil
COU_MS_TYPEERROR_2,
COU_NOBATTERY,Lavt batterinivå
COU_NOIMAGE,Ingen bilder
COU_NOIMAGE_2,
COU_NOIMAGE_PLAY,Noen bilder ble ikke overført.
COU_NOIMAGE_PLAY_2,Gjenkjente ikke formatet.
COU_NOINK,Tomt for blekk
COU_NOINK_2,
COU_NOMS,Ingen Memory Stick
COU_NOMS_2,
COU_NOPAPER,Tomt for papir
COU_NOPAPER_2,
COU_NOSOFTWAREFILE,Ingen programvarefil
COU_NOSOFTWAREFILE_2,
COU_NOSPACE_INTERNALMEMORY,Internminnet er fullt
COU_NOSPACE_INTERNALMEMORY_2,
COU_NOSPACE_MS,Memory Stick er full
COU_NOSPACE_MS_2,
COU_NOT_SELECTED_FAV,Ingen Favoritter valgt
COU_NOT_SELECTED_FAV_2,
COU_NOT_SELECTED_IMAGES,Intet bilde valgt
COU_NOT_SELECTED_IMAGES_2,
COU_NOT_SELECTED_SHARE,Intet Delemerke valgt
COU_NOT_SELECTED_SHARE_2,
COU_PAPERERROR,Papirfeil
COU_PAPERERROR_2,
COU_PASSLOCK_CODE_MISS,Feil tilbakestillingskode
COU_PASSLOCK_CODE_MISS_2,
COU_PASSLOCK_PASS_MISS,Feil passord
COU_PASSLOCK_PASS_MISS_2,
COU_POWEROFFON,Slå strømmen av og på
COU_POWEROFFON_2,
COU_PRINTERBUSY,Skriveren er opptatt
COU_PRINTERBUSY_2,
COU_PRINTERERROR,Skriverfeil
COU_PRINTERERROR_2,
COU_READONLYMEMORY,Leseminne
COU_READONLYMEMORY_2,
COU_READONLY_FOLDER,Skrivebeskyttet mappe
COU_READONLY_FOLDER_2,
COU_REDEYE_DETECTED,Ingen røde øyne registrert
COU_REDEYE_DETECTED_2,
COU_SCRNTOUCH_INVALID,Pekeskjerm deaktivert i dette
COU_SCRNTOUCH_INVALID_2,området
COU_SELFTIMER_INVALID,Selvutløseren virker ikke
COU_SELFTIMER_INVALID_2,
COU_SMILESHUTTER_AUTOONLY,Smilutløser er bare tilgjengelig
COU_SMILESHUTTER_AUTOONLY_2,når REC-modus står på "Auto"
COU_SYSTEMERROR,Systemfeil
COU_SYSTEMERROR_2,
COU_TARGET_DETECTED,Fant ikke ansikt for retusjering
COU_TARGET_DETECTED_2,
COU_TARGET_NOIMAGE,Ingen stillbilder
COU_TARGET_NOIMAGE_2,
COU_ZOOM_INVALID,Zoom deaktivert
