[dut.csv]
ID_STR_O_BR_BUTTON_HTTPS_PORT,"HTTPS端口"
ID_STR_O_BR_BUTTON_HTTP_PORT,"HTTP端口"
ID_STR_O_BR_BUTTON_JUSTFIT,"Just-Fit Rendering"
ID_STR_O_BR_BUTTON_LARGE,"大"
ID_STR_O_BR_BUTTON_LARGEST,"最大文本尺寸"
ID_STR_O_BR_BUTTON_LAYOUTMODE,"显示模式设置"
ID_STR_O_BR_BUTTON_MIDDLE,"标准"
ID_STR_O_BR_BUTTON_NORMAL,"标准"
ID_STR_O_BR_BUTTON_OFFLINE,"脱机"
ID_STR_O_BR_BUTTON_PROXY_DEPEND_ON_NWSETTING,"使用连接设置"
ID_STR_O_BR_BUTTON_PROXY_SERVER,"代理服务器"
ID_STR_O_BR_BUTTON_PROXY_SETTING,"代理"
ID_STR_O_BR_BUTTON_ROOTCERT,"根证书"
ID_STR_O_BR_BUTTON_SECURUTY,"安全"
ID_STR_O_BR_BUTTON_SMALL,"小"
ID_STR_O_BR_BUTTON_SMALLEST,"最小文本尺寸"
ID_STR_O_BR_BUTTON_SMARTFIT,"Smart-Fit Rendering"
ID_STR_O_BR_BUTTON_TEXTSIZE,"文本尺寸"
ID_STR_O_BR_BUTTON_TOP,"向上"
ID_STR_O_BR_GUIDE_BROWSER_INFORMATION,"显示网络浏览器信息"
ID_STR_O_BR_GUIDE_BUTTON_OK,"OK"
ID_STR_O_BR_GUIDE_CACHE,"调节缓存设置"
ID_STR_O_BR_GUIDE_CHARSET,"选择字符编码"
ID_STR_O_BR_GUIDE_COOKIE,"设定Cookie"
ID_STR_O_BR_GUIDE_DETAILE_INFORMATION,"设定显示的详细内容"
ID_STR_O_BR_GUIDE_HOMEPAGE,"指定主页设置"
ID_STR_O_BR_GUIDE_LAYOUTMODE,"修改显示模式"
ID_STR_O_BR_GUIDE_PROXY_SETTING,"设定代理服务器"
ID_STR_O_BR_GUIDE_SECURUTY,"指定安全设置"
ID_STR_O_BR_GUIDE_TEXTSIZE,"设定文本尺寸"
ID_STR_O_BR_MENU_CERTINVALIDATE,"不使用"
ID_STR_O_BR_MENU_CERTVALIDATE,"使用"
ID_STR_O_BR_MENU_CLOSE_TAB,"关闭此页面"
ID_STR_O_BR_MENU_NEW_TAB,"在新页面中打开"
ID_STR_O_BR_MENU_OPEN_TO_NEW_TAB,"在新页面中打开网页"
ID_STR_O_BR_MENU_TITLE_VIEW,"标题显示"
ID_STR_O_BR_MENU_URL_VIEW,"网址显示"
ID_STR_O_BR_SELECT_TAB,"打开此页面"
ID_STR_O_BR_TEXT_ALL_DELEATE,"删除全部"
ID_STR_O_BR_TEXT_ANIMETION,"动画"
ID_STR_O_BR_TEXT_AUTHENTICATION_KEEP_DATA,"保存ID/密码"
ID_STR_O_BR_TEXT_AUTHENTICATION_PASSWORD,"密码"
ID_STR_O_BR_TEXT_AUTHENTICATION_USERID,"ID"
ID_STR_O_BR_TEXT_BOOKMARK_ADD,"将此页添加到书签"
ID_STR_O_BR_TEXT_BOOKMARK_ADDR_OR_TITLE,"无法添加到书签\n\n标题或网址不正确"
ID_STR_O_BR_TEXT_BOOKMARK_ALREADY_REGISTERED,"无法添加到书签\n\n已存在相同网址"
ID_STR_O_BR_TEXT_BOOKMARK_DEFAULT_TITLE,"没有标题"
ID_STR_O_BR_TEXT_BOOKMARK_EDIT,"书签编辑"
ID_STR_O_BR_TEXT_BOOKMARK_GENERIC_ERROR,"无法添加到书签\n\n发生了原因不明的错误"
ID_STR_O_BR_TEXT_BOOKMARK_NOT_REGISTERED,"没有添加书签"
ID_STR_O_BR_TEXT_BOOKMARK_TOO_LONG_TITLE,"标题过长\n\n只能保存指定长度"
ID_STR_O_BR_TEXT_BOOKMARK_TOO_LONG_URL,"无法添加到书签\n\n网址过长"
ID_STR_O_BR_TEXT_BROWSERERROR_BADURL,"网址无效\n\n请确认您输入的网址"
ID_STR_O_BR_TEXT_BROWSERERROR_MIXEDSECURETYPE,"安全和非安全页共存"
ID_STR_O_BR_TEXT_BROWSERERROR_TOTAL_SIZEOVER,"该页尺寸过大\n\n可能无法正确显示该页"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_ISSUER,"发行者"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_C,"国名（C）"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_CN,"常用名（CN）"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_O,"组织名（O）"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_OU,"组织单位名（OU）"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_SERIAL_NUMBER,"序列号"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_SUBJECT,"发行对象"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_VALIDITY_END,"有效期"
ID_STR_O_BR_TEXT_CHANGE_HOMEPAGE,"新主页"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_FORMAT,"无法显示该页\n\n服务器认证失败"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_NOHEADER,"无法显示该页\n\n服务器认证失败"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_UNKNOWN,"无法显示该页\n\n服务器认证失败"
ID_STR_O_BR_TEXT_CONTENTERROR_BADMIMETYPE,"发生了原因不明的错误\n\n该页不受支持"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_INVAL,"DNS无效\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_NOSERVER,"未设定DNS\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_NOTFOUND,"没有DNS服务器\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_TIMEOUT,"DNS超时\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_FILE_OPEN,"无法打开此文件"
ID_STR_O_BR_TEXT_CONTENTERROR_FILE_READ,"无法打开此文件"
ID_STR_O_BR_TEXT_CONTENTERROR_GENERIC,"发生了原因不明的错误"
ID_STR_O_BR_TEXT_CONTENTERROR_NO_CONTENT,"无法显示该页\n\n请检查网络连接和网址"
ID_STR_O_BR_TEXT_CONTENTERROR_REDIRECT_CANCELED,"取消文件读取"
ID_STR_O_BR_TEXT_CONTENTERROR_REDIRECT_FORMAT,"无法显示该页\n\n重定向出错"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_BODY_SIZEOVER,"无法显示该页\n\n要发送的数据过大"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_HEADER_SIZEOVER,"无法显示该页\n\n要发送的数据过大"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_TIMEOUT,"服务器连接超时\n\n请稍后再试"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_TOOMANYCONTINUE,"无法显示该页\n\n如果正常显示其它网页，\n则服务器可能有问题"
ID_STR_O_BR_TEXT_CONTENTERROR_RSP_HEADER_SIZEOVER,"无法显示该页\n\n要接收的数据过大"
ID_STR_O_BR_TEXT_CONTENTERROR_RSP_TIMEOUT,"服务器连接超时\n\n请稍后再试"
ID_STR_O_BR_TEXT_CONTENTERROR_SIZEOVER,"无法显示该页\n\n该页过大"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_CONNECT,"SSL连接出错\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_HANDSHAKE,"SSL握手出错\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_READ,"SSL读取出错\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_WRITE,"SSL写入出错\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_CONNECT,"TCP连接出错\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_OPEN,"TCP打开出错\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_READ,"TCP读取出错\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_WRITE,"TCP写入出错\n\n请检查网络连接设置"
ID_STR_O_BR_TEXT_CONTENTERROR_TLS_INTOLERANT,"无法显示该页\n\n服务器认证失败"
ID_STR_O_BR_TEXT_CONTENTERROR_TOOMANYAUTH,"无法显示该页\n\n服务器认证失败"
ID_STR_O_BR_TEXT_CONTENTERROR_TOOMANYREDIRECT,"无法显示该页\n\n重定向的次数超过限度"
ID_STR_O_BR_TEXT_CONTENTERROR_UNKNOWN,"发生了原因不明的错误\n\n可能无法正确显示该页"
ID_STR_O_BR_TEXT_COOKIE_ACCEPT,"接受Cookie"
ID_STR_O_BR_TEXT_COOKIE_ACCEPT_CONFIRM,"接受Cookie"
ID_STR_O_BR_TEXT_COOKIE_NOTIFY,"接收前进行确认"
ID_STR_O_BR_TEXT_CSS,"CSS"
ID_STR_O_BR_TEXT_CURRENT_SETTING,"当前设置"
ID_STR_O_BR_TEXT_DELEATE,"删除"
ID_STR_O_BR_TEXT_DELETEALL_COMPLETE,"删除全部"
ID_STR_O_BR_TEXT_EXIT_AND_RETURN_TO_HOME,"关闭网络浏览器\n并返回HOME"
ID_STR_O_BR_TEXT_EXIT_BROWSER,"关闭网络浏览器"
ID_STR_O_BR_TEXT_FILESELECT_MARK_DETACHI,"取消选取所选影像"
ID_STR_O_BR_TEXT_HOMEPAGE_INVALID_STR_O_URL,"无法设定为主页\n\n请检查网址"
ID_STR_O_BR_TEXT_HOMEPAGE_OPEN_ERROR,"无法显示主页"
ID_STR_O_BR_TEXT_ID_STR_O_NW_TEXT_USE_PROXY_HTTP11,"对代理连接使用HTTP1.1"
ID_STR_O_BR_TEXT_IMAGE,"影像"
ID_STR_O_BR_TEXT_IN_SECUREZONE,"该页受保护\n\n传输前数据被加密"
ID_STR_O_BR_TEXT_JAVASCRIPT,"JavaScript"
ID_STR_O_BR_TEXT_KINSOKU,"日语自动换行"
ID_STR_O_BR_TEXT_LINK_IS_MAILTO,"无法正确显示该页\n\n不受本相机支持的网页"
ID_STR_O_BR_TEXT_MEMORYCRISIS_FORCECOMEBACK,"存储器容量已满\n\n无法正确显示影像"
ID_STR_O_BR_TEXT_NETWORK_INITIALIZATION,"将网络设置恢复为默认设置"
ID_STR_O_BR_TEXT_NOUPLOAD_MOVIE_FILE,"无法上传这个动态影像文件"
ID_STR_O_BR_TEXT_NO_HISTORY,"没有历史记录"
ID_STR_O_BR_TEXT_OUT_SECUREZONE,"该页不受保护\n\n传输前数据不被加密"
ID_STR_O_BR_TEXT_PAGETITLE,"标题"
ID_STR_O_BR_TEXT_PAGE_SEARCH,""
ID_STR_O_BR_TEXT_POPUP,"弹出"
ID_STR_O_BR_TEXT_PORTALPAGE_DEFAULT_TITLE,"门户网站"
ID_STR_O_BR_TEXT_POST_CONFIRM,"为显示网页必须重新发送数据\n\n重新发送数据"
ID_STR_O_BR_TEXT_RAPIDRENDER,"Rapid-Render"
ID_STR_O_BR_TEXT_SECUREZONE,"在安全和非安全页之间\n切换时进行确认"
ID_STR_O_BR_TEXT_SELECTED_UPLOAD_FILE_CANCEL,"取消选取全部所选要上传的影像"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_EXPIRED,"无法确认该页的安全性\n\n服务器使用的证书已过期"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_INVALID_STR_O,"无法确认该页的安全性\n\n服务器使用的根CA证书无效"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_INVALID_STR_O_CN,"无法确认该页的安全性\n\n服务器证书上的名称\n与主机名不相符"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_NOISSURE,"无法确认该页的安全性\n\n服务器不支持证书"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_ROOT_EXPIRED,"无法确认该页的安全性\n\n根CA证书已过期"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_SESSION_FAILED,"无法确认该页的安全性\n\n服务器认证出错"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_VERIFY,"无法确认该页的安全性\n\n无法验证服务器证书上的名称"
ID_STR_O_BR_TEXT_SSL20,"SSL 2.0"
ID_STR_O_BR_TEXT_SSL30,"SSL 3.0"
ID_STR_O_BR_TEXT_SSL_VERSION,"SSL版本"
ID_STR_O_BR_TEXT_TABLE,"表格"
ID_STR_O_BR_TEXT_TEXTSEARCH_EMPTY_TEXT,"请输入关键字"
ID_STR_O_BR_TEXT_TEXTSEARCH_END,"搜索完成"
ID_STR_O_BR_TEXT_TLS10,"TLS 1.0"
ID_STR_O_BR_TEXT_UPLOADING,"正在上传…"
ID_STR_O_BR_TEXT_UPLOAD_FILE_CHANGE,"请重新选择影像"
ID_STR_O_BR_TEXT_UPLOAD_FILE_SELECT,"请选择想要上传的影像"
ID_STR_O_BR_TEXT_URL,"网址"
ID_STR_O_BR_TEXT_USE_CACHE,"使用缓存"
ID_STR_O_BR_TEXT_WORDWRAP,"自动换行"
ID_STR_O_BR_TITLE_BOOKMARKLIST,"书签列表"
ID_STR_O_BR_TITLE_BROWSERSETTING,"网络浏览器设置"
ID_STR_O_BR_TITLE_BROWSERTOP,"上传影像/浏览网页"
ID_STR_O_BR_TITLE_BROWSER_UPLOAD,"上传"
ID_STR_O_BR_TITLE_CACERT,"CA认证"
ID_STR_O_BR_TITLE_CACHE,"缓存"
ID_STR_O_BR_TITLE_CHANGE_TAB,"切换页面"
ID_STR_O_BR_TITLE_CHARSET,"字符编码"
ID_STR_O_BR_TITLE_COOKIE,"Cookie"
ID_STR_O_BR_TITLE_DETAILE_INFORMATION,"详细内容"
ID_STR_O_BR_TITLE_HISTORY_LIST,"历史记录"
ID_STR_O_BR_TITLE_HOMEPAGE,"主页"
ID_STR_O_BR_TITLE_LAYOUTMODE,"网络浏览器显示模式"
ID_STR_O_BR_TITLE_PROXY_SETTING,"代理"
ID_STR_O_BR_TITLE_ROOTCERT,"根证书"
ID_STR_O_BR_TITLE_SECURUTY,"安全"
ID_STR_O_BR_TITLE_TEXTSIZE,"文本尺寸"
ID_STR_O_BR_TITLE_URLHISTORY,"历史记录列表"
ID_STR_O_DLNA_CDS_PHOTOALLALBUMS,"相册"
ID_STR_O_DLNA_CDS_PHOTOALLDATETIME,"日期"
ID_STR_O_DLNA_CDS_PHOTOALLITEMS,"全部"
ID_STR_O_DLNA_DATE_APR,"APR"
ID_STR_O_DLNA_DATE_AUG,"AUG"
ID_STR_O_DLNA_DATE_DEC,"DEC"
ID_STR_O_DLNA_DATE_FEB,"FEB"
ID_STR_O_DLNA_DATE_JAN,"JAN"
ID_STR_O_DLNA_DATE_JUL,"JUL"
ID_STR_O_DLNA_DATE_JUN,"JUN"
ID_STR_O_DLNA_DATE_MAR,"MAR"
ID_STR_O_DLNA_DATE_MAY,"MAY"
ID_STR_O_DLNA_DATE_NOV,"NOV"
ID_STR_O_DLNA_DATE_OCT,"OCT"
ID_STR_O_DLNA_DATE_SEP,"SEP"
ID_STR_O_GENERIC_BUTTON_ALBUM,"事件视窗"
ID_STR_O_GENERIC_BUTTON_AP_SELECT,"要连接的接入点"
ID_STR_O_GENERIC_BUTTON_CANCEL,"取消"
ID_STR_O_GENERIC_BUTTON_CONNECT,"连接"
ID_STR_O_GENERIC_BUTTON_EXECUTION,"确定"
ID_STR_O_GENERIC_BUTTON_EXIT,"退出"
ID_STR_O_GENERIC_BUTTON_FOLDER,"文件夹视窗"
ID_STR_O_GENERIC_BUTTON_MY_FAVORITE,"收藏夹"
ID_STR_O_GENERIC_BUTTON_NEWCREATE,"新建"
ID_STR_O_GENERIC_BUTTON_NEWENTRY,"新注册"
ID_STR_O_GENERIC_BUTTON_NOT_USE,"不使用"
ID_STR_O_GENERIC_BUTTON_OFF,"关"
ID_STR_O_GENERIC_BUTTON_OK,"OK"
ID_STR_O_GENERIC_BUTTON_ON,"开"
ID_STR_O_GENERIC_BUTTON_RECONNECT,"重新连接"
ID_STR_O_GENERIC_BUTTON_SHAREMARK,"共享标记"
ID_STR_O_GENERIC_BUTTON_START,"开始"
ID_STR_O_GENERIC_BUTTON_USE,"使用"
ID_STR_O_GENERIC_CONNECTION_CANCEL,"无法连接网络\n\n请稍后重新选择"
ID_STR_O_GENERIC_MENU_ALL_DELEATE,"删除全部"
ID_STR_O_GENERIC_MENU_CLOSE,"关闭菜单"
ID_STR_O_GENERIC_MENU_DELEATE,"删除"
ID_STR_O_GENERIC_MENU_EDIT,"编辑"
ID_STR_O_GENERIC_MENU_OPEN,"打开"
ID_STR_O_GENERIC_MENU_SELECT,"选择"
ID_STR_O_GENERIC_MENU_VIEW,"显示"
ID_STR_O_GENERIC_TEXT_AP_CONNECT,"正在连接…"
ID_STR_O_GENERIC_TEXT_AP_DISCONNECT,"正在重新连接…"
ID_STR_O_GENERIC_TEXT_CONNECTION_ERROR,"无法连接"
ID_STR_O_GENERIC_TEXT_DB_ERROR,"影像管理文件出错"
ID_STR_O_GENERIC_TEXT_FILESELECT_ERROR,"发生了原因不明的错误"
ID_STR_O_GENERIC_TEXT_FILE_ERROR,"文件出错"
ID_STR_O_GENERIC_TEXT_FOLDER,"选择文件夹"
ID_STR_O_GENERIC_TEXT_GENERICERROR,"发生了原因不明的错误"
ID_STR_O_GENERIC_TEXT_INTMEM_ACCESS_ERROR,"内部存储器出错"
ID_STR_O_GENERIC_TEXT_INTMEM_MOUNT,"正在访问内部存储器…\n\n请稍后重新选择"
ID_STR_O_GENERIC_TEXT_INTMEM_NOFORMAT_ERROR,"内部存储器格式化出错"
ID_STR_O_GENERIC_TEXT_MEMORYCRISIS,"系统存储器的剩余空间不足"
ID_STR_O_GENERIC_TEXT_MS_ACCESS_ERROR,"无法访问Memory Stick"
ID_STR_O_GENERIC_TEXT_MS_DETECT_ERROR,"重新插入Memory Stick"
ID_STR_O_GENERIC_TEXT_MS_INSERT,"已插入Memory Stick"
ID_STR_O_GENERIC_TEXT_MS_MOUNT,"正在访问Memory Stick…\n\n请稍后重新选择"
ID_STR_O_GENERIC_TEXT_MS_NOFORMAT_ERROR,"使用Memory Stick前请进行格式化"
ID_STR_O_GENERIC_TEXT_MS_NOSUPPORT_ERROR,"Memory Stick类型出错"
ID_STR_O_GENERIC_TEXT_MS_REMOVED,"已取出Memory Stick"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE,"收藏夹"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE01,"收藏夹1"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE02,"收藏夹2"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE03,"收藏夹3"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE04,"收藏夹4"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE05,"收藏夹5"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE06,"收藏夹6"
ID_STR_O_GENERIC_TEXT_NETWORK_CONNECT_ERROR,"无法连接网络"
ID_STR_O_GENERIC_TEXT_NO_IMAGE,"没有影像"
ID_STR_O_GENERIC_TEXT_SHAREMARK,"共享标记"
ID_STR_O_GENERIC_TEXT_SHAREMARK01,"共享标记1"
ID_STR_O_GENERIC_TEXT_SHAREMARK02,"共享标记2"
ID_STR_O_GENERIC_TEXT_SHAREMARK03,"共享标记3"
ID_STR_O_GENERIC_TEXT_SHAREMARK04,"共享标记4"
ID_STR_O_GENERIC_TEXT_SHAREMARK05,"共享标记5"
ID_STR_O_GENERIC_TEXT_SHAREMARK06,"共享标记6"
ID_STR_O_GENERIC_TEXT_TOUCH_IMAGE,"点击影像"
ID_STR_O_GENERIC_TITLE_AP_SELECT,"要连接的接入点"
ID_STR_O_KB_MENU_ADDRESS_EDIT,"编辑"
ID_STR_O_KB_MENU_SHOWADDRESS,"电子邮件地址显示"
ID_STR_O_KB_MENU_SHOWNICKNAME,"姓名显示"
ID_STR_O_KB_TEXT_ADDRESS,"电子邮件地址"
ID_STR_O_KB_TEXT_ADDRESSBOOK_EDIT,"通讯簿编辑"
ID_STR_O_KB_TEXT_DELEATE,"删除"
ID_STR_O_KB_TEXT_INPUT_CANCEL,"取消输入\n\n不会反映输入的文本"
ID_STR_O_KB_TEXT_INPUT_REQUIRED_ERROR,"没有输入姓名或\n电子邮件地址"
ID_STR_O_KB_TEXT_NICKNAME,"姓名"
ID_STR_O_KB_TEXT_NOTOPEN_ADDRESS,"字符数超过限度\n\n只显示容许字符数"
ID_STR_O_KB_TEXT_NO_ADDRESS,"没有添加电子邮件地址"
ID_STR_O_KB_TEXT_OVER_CHARACTERS,"字符数超过限度\n\n只显示容许字符数"
ID_STR_O_KB_TITLE_ADDRESSBOOK,"通讯簿"
ID_STR_O_NT_BUTTON_BROWSER,"上传影像/浏览网页"
ID_STR_O_NT_BUTTON_NWSETTING,"网络设置"
ID_STR_O_NT_BUTTON_SHAREDIMAGE,"被观看"
ID_STR_O_NT_BUTTON_SLIDESHOW,"发送和观看"
ID_STR_O_NT_GUIDE_BROWSER,"用网络浏览器\n上传和观看影像"
ID_STR_O_NT_GUIDE_NWSETTING,"调节网络设置"
ID_STR_O_NT_GUIDE_SHAREDIMAGE,"通过控制其它设备\n观看本相机上的影像"
ID_STR_O_NT_GUIDE_SLIDESHOW,"用本相机将影像发送到\n其它设备进行观看"
ID_STR_O_NT_TEXT_AP_NOSETTING,"没有设定接入点\n\n请用网络设置设定接入点"
ID_STR_O_NT_TITLE_NETWORKTOP,"网络"
ID_STR_O_NW_BUTTON_ACCESS_POINT,"接入点"
ID_STR_O_NW_BUTTON_AP_PROFILE_NAME,"连接名"
ID_STR_O_NW_BUTTON_AUTO,"自动"
ID_STR_O_NW_BUTTON_AUTO_DETECT,"自动搜索"
ID_STR_O_NW_BUTTON_CITY_NAME2_00,"GMT +12.0 惠灵顿"
ID_STR_O_NW_BUTTON_CITY_NAME2_01,"GMT +12.0 斐济"
ID_STR_O_NW_BUTTON_CITY_NAME2_02,"GMT +11.0 所罗门岛"
ID_STR_O_NW_BUTTON_CITY_NAME2_03,"GMT +10.0 悉尼"
ID_STR_O_NW_BUTTON_CITY_NAME2_04,"GMT +10.0 墨尔本"
ID_STR_O_NW_BUTTON_CITY_NAME2_05,"GMT +9.5 达尔文"
ID_STR_O_NW_BUTTON_CITY_NAME2_06,"GMT +9.5 阿德莱德"
ID_STR_O_NW_BUTTON_CITY_NAME2_07,"GMT +9.0 东京"
ID_STR_O_NW_BUTTON_CITY_NAME2_08,"GMT +9.0 首尔"
ID_STR_O_NW_BUTTON_CITY_NAME2_09,"GMT +8.0 新加坡"
ID_STR_O_NW_BUTTON_CITY_NAME2_10,"GMT +8.0 香港"
ID_STR_O_NW_BUTTON_CITY_NAME2_11,"GMT +8.0 北京"
ID_STR_O_NW_BUTTON_CITY_NAME2_12,"GMT +7.0 雅加达"
ID_STR_O_NW_BUTTON_CITY_NAME2_13,"GMT +7.0 曼谷"
ID_STR_O_NW_BUTTON_CITY_NAME2_14,"GMT +6.5 仰光"
ID_STR_O_NW_BUTTON_CITY_NAME2_15,"GMT +6.0 达卡"
ID_STR_O_NW_BUTTON_CITY_NAME2_16,"GMT +6.0 阿拉木图"
ID_STR_O_NW_BUTTON_CITY_NAME2_17,"GMT +5.5 新德里"
ID_STR_O_NW_BUTTON_CITY_NAME2_18,"GMT +5.5 加尔各答"
ID_STR_O_NW_BUTTON_CITY_NAME2_19,"GMT +5.0 卡拉奇"
ID_STR_O_NW_BUTTON_CITY_NAME2_20,"GMT +5.0 伊斯兰堡"
ID_STR_O_NW_BUTTON_CITY_NAME2_21,"GMT +4.5 喀布尔"
ID_STR_O_NW_BUTTON_CITY_NAME2_22,"GMT +4.0 巴库"
ID_STR_O_NW_BUTTON_CITY_NAME2_23,"GMT +4.0 阿布扎比"
ID_STR_O_NW_BUTTON_CITY_NAME2_24,"GMT +3.5 德黑兰"
ID_STR_O_NW_BUTTON_CITY_NAME2_25,"GMT +3.0 内罗毕"
ID_STR_O_NW_BUTTON_CITY_NAME2_26,"GMT +3.0 莫斯科"
ID_STR_O_NW_BUTTON_CITY_NAME2_27,"GMT +2.0 伊斯坦布尔"
ID_STR_O_NW_BUTTON_CITY_NAME2_28,"GMT +2.0 赫尔辛基"
ID_STR_O_NW_BUTTON_CITY_NAME2_29,"GMT +2.0 开罗"
ID_STR_O_NW_BUTTON_CITY_NAME2_30,"GMT +1.0 巴黎"
ID_STR_O_NW_BUTTON_CITY_NAME2_31,"GMT +1.0 柏林"
ID_STR_O_NW_BUTTON_CITY_NAME2_32,"GMT +0.0 伦敦"
ID_STR_O_NW_BUTTON_CITY_NAME2_33,"GMT +0.0 里斯本"
ID_STR_O_NW_BUTTON_CITY_NAME2_34,"GMT -1.0 亚述尔群岛"
ID_STR_O_NW_BUTTON_CITY_NAME2_35,"GMT -1.0 佛得角群岛"
ID_STR_O_NW_BUTTON_CITY_NAME2_36,"GMT -2.0 费尔南多群岛"
ID_STR_O_NW_BUTTON_CITY_NAME2_37,"GMT -3.0 巴西利亚"
ID_STR_O_NW_BUTTON_CITY_NAME2_38,"GMT -3.0 布宜诺斯艾利斯"
ID_STR_O_NW_BUTTON_CITY_NAME2_39,"GMT -3.5 圣约翰"
ID_STR_O_NW_BUTTON_CITY_NAME2_40,"GMT -4.0 圣地亚哥"
ID_STR_O_NW_BUTTON_CITY_NAME2_41,"GMT -5.0 波哥大"
ID_STR_O_NW_BUTTON_CITY_NAME2_42,"GMT -5.0 纽约"
ID_STR_O_NW_BUTTON_CITY_NAME2_43,"GMT -6.0 芝加哥"
ID_STR_O_NW_BUTTON_CITY_NAME2_44,"GMT -6.0 墨西哥城"
ID_STR_O_NW_BUTTON_CITY_NAME2_45,"GMT -7.0 亚利桑那"
ID_STR_O_NW_BUTTON_CITY_NAME2_46,"GMT -7.0 丹佛"
ID_STR_O_NW_BUTTON_CITY_NAME2_47,"GMT -8.0 旧金山"
ID_STR_O_NW_BUTTON_CITY_NAME2_48,"GMT -8.0 提华纳"
ID_STR_O_NW_BUTTON_CITY_NAME2_49,"GMT -9.0 阿拉斯加"
ID_STR_O_NW_BUTTON_CITY_NAME2_50,"GMT -10.0 夏威夷"
ID_STR_O_NW_BUTTON_CITY_NAME2_51,"GMT -11.0 萨摩亚群岛"
ID_STR_O_NW_BUTTON_CITY_NAME2_52,"GMT -12.0 埃尼威托克"
ID_STR_O_NW_BUTTON_CITY_NAME2_53,"GMT -12.0 夸贾灵岛"
ID_STR_O_NW_BUTTON_CITY_NAME_00,"惠灵顿"
ID_STR_O_NW_BUTTON_CITY_NAME_01,"斐济"
ID_STR_O_NW_BUTTON_CITY_NAME_02,"所罗门岛"
ID_STR_O_NW_BUTTON_CITY_NAME_03,"悉尼"
ID_STR_O_NW_BUTTON_CITY_NAME_04,"墨尔本"
ID_STR_O_NW_BUTTON_CITY_NAME_05,"达尔文"
ID_STR_O_NW_BUTTON_CITY_NAME_06,"阿德莱德"
ID_STR_O_NW_BUTTON_CITY_NAME_07,"东京"
ID_STR_O_NW_BUTTON_CITY_NAME_08,"首尔"
ID_STR_O_NW_BUTTON_CITY_NAME_09,"新加坡"
ID_STR_O_NW_BUTTON_CITY_NAME_10,"香港"
ID_STR_O_NW_BUTTON_CITY_NAME_11,"北京"
ID_STR_O_NW_BUTTON_CITY_NAME_12,"雅加达"
ID_STR_O_NW_BUTTON_CITY_NAME_13,"曼谷"
ID_STR_O_NW_BUTTON_CITY_NAME_14,"仰光"
ID_STR_O_NW_BUTTON_CITY_NAME_15,"达卡"
ID_STR_O_NW_BUTTON_CITY_NAME_16,"阿拉木图"
ID_STR_O_NW_BUTTON_CITY_NAME_17,"新德里"
ID_STR_O_NW_BUTTON_CITY_NAME_18,"加尔各答"
ID_STR_O_NW_BUTTON_CITY_NAME_19,"卡拉奇"
