[dut.csv]
ID_STR_O_GENERIC_TEXT_SHAREMARK06,"Метка доступа 6"
ID_STR_O_GENERIC_TEXT_TOUCH_IMAGE,"Прикоснитесь к изображению"
ID_STR_O_GENERIC_TITLE_AP_SELECT,"Т. доступа для подкл. к"
ID_STR_O_KB_MENU_ADDRESS_EDIT,"Редакт."
ID_STR_O_KB_MENU_SHOWADDRESS,"Адрес e-mail"
ID_STR_O_KB_MENU_SHOWNICKNAME,"Отображение имени"
ID_STR_O_KB_TEXT_ADDRESS,"Адрес e-mail"
ID_STR_O_KB_TEXT_ADDRESSBOOK_EDIT,"Редактирование адресной книги"
ID_STR_O_KB_TEXT_DELEATE,"Удалить"
ID_STR_O_KB_TEXT_INPUT_CANCEL,"Отмена ввода\n\nВведенный текст не будет\nиспользован"
ID_STR_O_KB_TEXT_INPUT_REQUIRED_ERROR,"Нет введенного имени или\nадреса e-mail"
ID_STR_O_KB_TEXT_NICKNAME,"Имя"
ID_STR_O_KB_TEXT_NOTOPEN_ADDRESS,"Превышено количество символов\n\nОтображается только допуст. кол-во"
ID_STR_O_KB_TEXT_NO_ADDRESS,"Нет добавленных адресов e-mail"
ID_STR_O_KB_TEXT_OVER_CHARACTERS,"Превышено количество символов\n\nОтображается только допуст. кол-во"
ID_STR_O_KB_TITLE_ADDRESSBOOK,"Адресная книга"
ID_STR_O_NT_BUTTON_BROWSER,"Перед. снимков/Веб-просмотр"
ID_STR_O_NT_BUTTON_NWSETTING,"Сетев. настройки"
ID_STR_O_NT_BUTTON_SHAREDIMAGE,"Для просмотра"
ID_STR_O_NT_BUTTON_SLIDESHOW,"Отпр. и просмотр"
ID_STR_O_NT_GUIDE_BROWSER,"Загрузка и просмотр\nснимков с пом. веб-браузера"
ID_STR_O_NT_GUIDE_NWSETTING,"Настройка установок сети"
ID_STR_O_NT_GUIDE_SHAREDIMAGE,"Управлен. другим устройством\nдля просм. изображ. на камере"
ID_STR_O_NT_GUIDE_SLIDESHOW,"Перес. камерой снимков для\nпросм. на другом устройстве"
ID_STR_O_NT_TEXT_AP_NOSETTING,"Не установлена точка доступа\n\nИсп. сетевые настройки\nдля установки точки доступа"
ID_STR_O_NT_TITLE_NETWORKTOP,"Сеть"
ID_STR_O_NW_BUTTON_ACCESS_POINT,"Точка доступа"
ID_STR_O_NW_BUTTON_AP_PROFILE_NAME,"Имя подключения"
ID_STR_O_NW_BUTTON_AUTO,"Авто"
ID_STR_O_NW_BUTTON_AUTO_DETECT,"Автопоиск "
ID_STR_O_NW_BUTTON_CITY_NAME2_00,"GMT +12.0 Веллингтон"
ID_STR_O_NW_BUTTON_CITY_NAME2_01,"GMT +12.0 Фиджи"
ID_STR_O_NW_BUTTON_CITY_NAME2_02,"GMT +11.0 Соломоновы острова"
ID_STR_O_NW_BUTTON_CITY_NAME2_03,"GMT +10.0 Сидней"
ID_STR_O_NW_BUTTON_CITY_NAME2_04,"GMT +10.0 Мельбурн"
ID_STR_O_NW_BUTTON_CITY_NAME2_05,"GMT +9.5 Дарвин"
ID_STR_O_NW_BUTTON_CITY_NAME2_06,"GMT +9.5 Аделаида"
ID_STR_O_NW_BUTTON_CITY_NAME2_07,"GMT +9.0 Токио"
ID_STR_O_NW_BUTTON_CITY_NAME2_08,"GMT +9.0 Сеул"
ID_STR_O_NW_BUTTON_CITY_NAME2_09,"GMT +8.0 Сингапур"
ID_STR_O_NW_BUTTON_CITY_NAME2_10,"GMT +8.0 Гонконг"
ID_STR_O_NW_BUTTON_CITY_NAME2_11,"GMT +8.0 Пекин"
ID_STR_O_NW_BUTTON_CITY_NAME2_12,"GMT +7.0 Джакарта"
ID_STR_O_NW_BUTTON_CITY_NAME2_13,"GMT +7.0 Бангкок"
ID_STR_O_NW_BUTTON_CITY_NAME2_14,"GMT +6.5 Рангун"
ID_STR_O_NW_BUTTON_CITY_NAME2_15,"GMT +6.0 Дакка"
ID_STR_O_NW_BUTTON_CITY_NAME2_16,"GMT +6.0 Алма-Ата"
ID_STR_O_NW_BUTTON_CITY_NAME2_17,"GMT +5.5 Нью-Дели"
ID_STR_O_NW_BUTTON_CITY_NAME2_18,"GMT +5.5 Калькутта"
ID_STR_O_NW_BUTTON_CITY_NAME2_19,"GMT +5.0 Карачи"
ID_STR_O_NW_BUTTON_CITY_NAME2_20,"GMT +5.0 Исламабад"
ID_STR_O_NW_BUTTON_CITY_NAME2_21,"GMT +4.5 Кабул"
ID_STR_O_NW_BUTTON_CITY_NAME2_22,"GMT +4.0 Баку"
ID_STR_O_NW_BUTTON_CITY_NAME2_23,"GMT +4.0 Абу-Даби"
ID_STR_O_NW_BUTTON_CITY_NAME2_24,"GMT +3.5 Тегеран"
ID_STR_O_NW_BUTTON_CITY_NAME2_25,"GMT +3.0 Найроби"
ID_STR_O_NW_BUTTON_CITY_NAME2_26,"GMT +3.0 Москва"
ID_STR_O_NW_BUTTON_CITY_NAME2_27,"GMT +2.0 Стамбул"
ID_STR_O_NW_BUTTON_CITY_NAME2_28,"GMT +2.0 Хельсинки"
ID_STR_O_NW_BUTTON_CITY_NAME2_29,"GMT +2.0 Каир"
ID_STR_O_NW_BUTTON_CITY_NAME2_30,"GMT +1.0 Париж"
ID_STR_O_NW_BUTTON_CITY_NAME2_31,"GMT +1.0 Берлин"
ID_STR_O_NW_BUTTON_CITY_NAME2_32,"GMT +0.0 Лондон"
ID_STR_O_NW_BUTTON_CITY_NAME2_33,"GMT +0.0 Лисабон"
ID_STR_O_NW_BUTTON_CITY_NAME2_34,"GMT -1.0 Азорские острова"
ID_STR_O_NW_BUTTON_CITY_NAME2_35,"GMT -1.0 О-ва Зел. Мыса"
ID_STR_O_NW_BUTTON_CITY_NAME2_36,"GMT -2.0 Фернанду-ди-Норонья"
ID_STR_O_NW_BUTTON_CITY_NAME2_37,"GMT -3.0 Бразилиа"
ID_STR_O_NW_BUTTON_CITY_NAME2_38,"GMT -3.0 Буэнос-Айрес"
ID_STR_O_NW_BUTTON_CITY_NAME2_39,"GMT -3.5 Сент-Джонс"
ID_STR_O_NW_BUTTON_CITY_NAME2_40,"GMT -4.0 Сантьяго"
ID_STR_O_NW_BUTTON_CITY_NAME2_41,"GMT -5.0 Богота"
ID_STR_O_NW_BUTTON_CITY_NAME2_42,"GMT -5.0 Нью-Йорк"
ID_STR_O_NW_BUTTON_CITY_NAME2_43,"GMT -6.0 Чикаго"
ID_STR_O_NW_BUTTON_CITY_NAME2_44,"GMT -6.0 Мехико"
ID_STR_O_NW_BUTTON_CITY_NAME2_45,"GMT -7.0 Аризона"
ID_STR_O_NW_BUTTON_CITY_NAME2_46,"GMT -7.0 Денвер"
ID_STR_O_NW_BUTTON_CITY_NAME2_47,"GMT -8.0 Сан-Франциско"
ID_STR_O_NW_BUTTON_CITY_NAME2_48,"GMT -8.0 Тихуана"
ID_STR_O_NW_BUTTON_CITY_NAME2_49,"GMT -9.0 Аляска"
ID_STR_O_NW_BUTTON_CITY_NAME2_50,"GMT -10.0 Гавайи"
ID_STR_O_NW_BUTTON_CITY_NAME2_51,"GMT -11.0 Самоа"
ID_STR_O_NW_BUTTON_CITY_NAME2_52,"GMT -12.0 Эниветок"
ID_STR_O_NW_BUTTON_CITY_NAME2_53,"GMT -12.0 Кваджалейн"
ID_STR_O_NW_BUTTON_CITY_NAME_00,"Веллингтон"
ID_STR_O_NW_BUTTON_CITY_NAME_01,"Фиджи"
ID_STR_O_NW_BUTTON_CITY_NAME_02,"Соломоновы острова"
ID_STR_O_NW_BUTTON_CITY_NAME_03,"Сидней"
ID_STR_O_NW_BUTTON_CITY_NAME_04,"Мельбурн"
ID_STR_O_NW_BUTTON_CITY_NAME_05,"Дарвин"
ID_STR_O_NW_BUTTON_CITY_NAME_06,"Аделаида"
ID_STR_O_NW_BUTTON_CITY_NAME_07,"Токио"
ID_STR_O_NW_BUTTON_CITY_NAME_08,"Сеул"
ID_STR_O_NW_BUTTON_CITY_NAME_09,"Сингапур"
ID_STR_O_NW_BUTTON_CITY_NAME_10,"Гонконг"
ID_STR_O_NW_BUTTON_CITY_NAME_11,"Пекин"
ID_STR_O_NW_BUTTON_CITY_NAME_12,"Джакарта"
ID_STR_O_NW_BUTTON_CITY_NAME_13,"Бангкок"
ID_STR_O_NW_BUTTON_CITY_NAME_14,"Рангун"
ID_STR_O_NW_BUTTON_CITY_NAME_15,"Дакка"
ID_STR_O_NW_BUTTON_CITY_NAME_16,"Алма-Ата"
ID_STR_O_NW_BUTTON_CITY_NAME_17,"Нью-Дели"
ID_STR_O_NW_BUTTON_CITY_NAME_18,"Калькутта"
ID_STR_O_NW_BUTTON_CITY_NAME_19,"Карачи"
ID_STR_O_NW_BUTTON_CITY_NAME_20,"Исламабад"
ID_STR_O_NW_BUTTON_CITY_NAME_21,"Кабул"
ID_STR_O_NW_BUTTON_CITY_NAME_22,"Баку"
ID_STR_O_NW_BUTTON_CITY_NAME_23,"Абу-Даби"
ID_STR_O_NW_BUTTON_CITY_NAME_24,"Тегеран"
ID_STR_O_NW_BUTTON_CITY_NAME_25,"Найроби"
ID_STR_O_NW_BUTTON_CITY_NAME_26,"Москва"
ID_STR_O_NW_BUTTON_CITY_NAME_27,"Стамбул"
ID_STR_O_NW_BUTTON_CITY_NAME_28,"Хельсинки"
ID_STR_O_NW_BUTTON_CITY_NAME_29,"Каир"
ID_STR_O_NW_BUTTON_CITY_NAME_30,"Париж"
ID_STR_O_NW_BUTTON_CITY_NAME_31,"Берлин"
ID_STR_O_NW_BUTTON_CITY_NAME_32,"Лондон"
ID_STR_O_NW_BUTTON_CITY_NAME_33,"Лисабон"
ID_STR_O_NW_BUTTON_CITY_NAME_34,"Азорские острова"
ID_STR_O_NW_BUTTON_CITY_NAME_35,"О-ва Зел. Мыса"
ID_STR_O_NW_BUTTON_CITY_NAME_36,"Фернанду-ди-Норонья"
ID_STR_O_NW_BUTTON_CITY_NAME_37,"Бразилиа"
ID_STR_O_NW_BUTTON_CITY_NAME_38,"Буэнос-Айрес"
ID_STR_O_NW_BUTTON_CITY_NAME_39,"Сент-Джонс"
ID_STR_O_NW_BUTTON_CITY_NAME_40,"Сантьяго"
ID_STR_O_NW_BUTTON_CITY_NAME_41,"Богота"
ID_STR_O_NW_BUTTON_CITY_NAME_42,"Нью-Йорк"
ID_STR_O_NW_BUTTON_CITY_NAME_43,"Чикаго"
ID_STR_O_NW_BUTTON_CITY_NAME_44,"Мехико"
ID_STR_O_NW_BUTTON_CITY_NAME_45,"Аризона"
ID_STR_O_NW_BUTTON_CITY_NAME_46,"Денвер"
ID_STR_O_NW_BUTTON_CITY_NAME_47,"Сан-Франциско"
ID_STR_O_NW_BUTTON_CITY_NAME_48,"Тихуана"
ID_STR_O_NW_BUTTON_CITY_NAME_49,"Аляска"
ID_STR_O_NW_BUTTON_CITY_NAME_50,"Гавайи"
ID_STR_O_NW_BUTTON_CITY_NAME_51,"Самоа"
ID_STR_O_NW_BUTTON_CITY_NAME_52,"Эниветок"
ID_STR_O_NW_BUTTON_CITY_NAME_53,"Кваджалейн"
ID_STR_O_NW_BUTTON_CUSTOM_SETTING,"Пользовательский"
ID_STR_O_NW_BUTTON_DONOT_SAVE_AND_EXIT,"Выход без сохранения"
ID_STR_O_NW_BUTTON_EASY_SETTING,"Удобный"
ID_STR_O_NW_BUTTON_GATEWAY,"Шлюз"
ID_STR_O_NW_BUTTON_HTTPS_PORT,"Порт HTTPS"
ID_STR_O_NW_BUTTON_HTTP_PORT,"Порт HTTP"
ID_STR_O_NW_BUTTON_ID,"ID"
ID_STR_O_NW_BUTTON_IPADDRESS,"IP-адрес"
ID_STR_O_NW_BUTTON_MANUAL,"Ручной"
ID_STR_O_NW_BUTTON_MANUAL_SETTING,"Ручные установки"
ID_STR_O_NW_BUTTON_NETWORK_INITIALIZATION,"Инициализац."
ID_STR_O_NW_BUTTON_NICKNAME,"Сокращ. назв."
ID_STR_O_NW_BUTTON_NOT_USE,"Запрещено"
ID_STR_O_NW_BUTTON_NW_POWERSAVING,"Экон. питания сети"
ID_STR_O_NW_BUTTON_PASSWORD,"Пароль"
ID_STR_O_NW_BUTTON_PPPOE,"PPPoE"
ID_STR_O_NW_BUTTON_PRIMARY_DNS,"Первичн. DNS"
ID_STR_O_NW_BUTTON_PROXY_SERVER,"Прокси-сервер"
ID_STR_O_NW_BUTTON_SAVE_AND_EXIT,"Сохранить"
ID_STR_O_NW_BUTTON_SECONDARY_DNS,"Вторичн. DNS"
ID_STR_O_NW_BUTTON_SECURITY_KEY,"Ключ шифрования"
ID_STR_O_NW_BUTTON_SSID,"SSID"
ID_STR_O_NW_BUTTON_SUBNETMASK,"Маска подсети"
ID_STR_O_NW_BUTTON_TIMEZONE,"Часовой пояс"
ID_STR_O_NW_BUTTON_WEP,"WEP"
ID_STR_O_NW_BUTTON_WPA2_PSK_AES,"WPA2-PSK(AES)"
ID_STR_O_NW_BUTTON_WPA_PSK_AES,"WPA-PSK(AES)"
ID_STR_O_NW_BUTTON_WPA_PSK_TKIP,"WPA-PSK(TKIP)"
ID_STR_O_NW_GUIDE_AP_DELEATE,"Удаление точки доступа"
ID_STR_O_NW_GUIDE_BUTTON_OK,"OK"
ID_STR_O_NW_GUIDE_DETAILE_INFORMATION,"Выбор точки доступа\nи отображение информации"
ID_STR_O_NW_GUIDE_NETWORK_INITIALIZATION,"Восстановление сетевых настроек во время покупки"
ID_STR_O_NW_GUIDE_NICKNAME,"Установка сокращенного названия для этой камеры"
ID_STR_O_NW_GUIDE_NW_NEWCREATE,"Создание/редактирование точки доступа"
ID_STR_O_NW_GUIDE_NW_POWERSAVING,"Экономия питания в сетевых соединениях"
ID_STR_O_NW_GUIDE_TIMEZONE,"Установка часового пояса для веб-браузера"
ID_STR_O_NW_SUBMENU_AP_DELEATE01,"Удалить"
ID_STR_O_NW_SUBMENU_AP_DELEATE02,"Данная точка доступа"
ID_STR_O_NW_SUBMENU_DETAILE_INFORMATION01,"Детали"
ID_STR_O_NW_SUBMENU_DETAILE_INFORMATION02,"Детали"
ID_STR_O_NW_TEXT_AP_NOT_FOUND,"Точка доступа не найдена"
ID_STR_O_NW_TEXT_AP_PROFILE_NAME,"Имя подключения"
ID_STR_O_NW_TEXT_AP_PROFILE_NAME_ERROR,"Введите наименование соединения"
ID_STR_O_NW_TEXT_AP_SELECT,"Выберите точку доступа"
ID_STR_O_NW_TEXT_AP_SERARCHING,"Поиск… "
ID_STR_O_NW_TEXT_AUTO_OPERATION,"Авто"
ID_STR_O_NW_TEXT_CONNECTION_TEST,"Проверка соединения"
ID_STR_O_NW_TEXT_CONNECT_FAILURE,"Подсоед. невозможно"
ID_STR_O_NW_TEXT_DELEATE,"Удалить"
ID_STR_O_NW_TEXT_GATEWAY,"Шлюз"
ID_STR_O_NW_TEXT_HTTP_PORT_ERROR,"Введите действит-й номер порта"
ID_STR_O_NW_TEXT_ID_STR_O_NOCREATE_AP_PROFILE,"Создано максимальное количество\nточек доступа"
ID_STR_O_NW_TEXT_ID_STR_O_NOCREATE_NEWTAB,"Невозможно открыть\nдополнительную вкладку\nОтображение открытых вкладок"
ID_STR_O_NW_TEXT_INIT_MESSAGE,"Инициализация завершена"
ID_STR_O_NW_TEXT_IPADDRESS,"IP-адрес"
ID_STR_O_NW_TEXT_IPADDRESS_ERROR,"Введите действительный IP-адрес"
ID_STR_O_NW_TEXT_NICKNAME_ERROR,"Введите имя"
ID_STR_O_NW_TEXT_NO_AP_SETTING,"Не сконфигурирована точка доступа"
ID_STR_O_NW_TEXT_PPPOE,"PPPoE"
ID_STR_O_NW_TEXT_PRIMARY_DNS,"Первичн. DNS"
ID_STR_O_NW_TEXT_PROXY_SETTING,"Прокси"
ID_STR_O_NW_TEXT_SECONDARY_DNS,"Вторичн. DNS"
ID_STR_O_NW_TEXT_SECURITY_KEY,"Ключ шифрования"
ID_STR_O_NW_TEXT_SECURITY_KEY_ERROR,"Введите ключ шифрования длиной\nот 5 до 26 символов"
ID_STR_O_NW_TEXT_SECURITY_KEY_LENGTH_ERROR,"Введите ключ шифрования длиной\nот 8 до 64 символов"
ID_STR_O_NW_TEXT_SECURITY_MODE,"Тип шифрования"
ID_STR_O_NW_TEXT_SSID,"SSID"
ID_STR_O_NW_TEXT_SSID_ERROR,"Введите SSID"
ID_STR_O_NW_TEXT_SUBNETMASK,"Маска подсети"
ID_STR_O_NW_TEXT_TEST_CONNECTING,"Проверка соединения…"
ID_STR_O_NW_TEXT_TIMEZONE_ERROR,"Не установлен часовой пояс\n\nИспользуйте настройки сети\nдля установки часового пояса"
ID_STR_O_NW_TEXT_USE_PROXY_HTTP11,"Исп. HTTP1.1 для подкл. к прокси-серверу"
ID_STR_O_NW_TITLE_ACCESS_POINT,"Точка доступа"
ID_STR_O_NW_TITLE_ADDRESS,"Выбор подробных сетевых настроек"
ID_STR_O_NW_TITLE_ADVANCE,"Установки IP-адреса"
ID_STR_O_NW_TITLE_AP_DELEATE,"Удалить"
ID_STR_O_NW_TITLE_AP_PROFILE_NAME,"Имя точки доступа"
ID_STR_O_NW_TITLE_CHOICE_ACCESS_POINT_SSID,"Установка метода точки доступа"
ID_STR_O_NW_TITLE_CHOICE_DNS_SETTING,"Выбор метода установки DNS"
ID_STR_O_NW_TITLE_CHOICE_PROXY_SETTING,"Выбор использов. прокси-сервера"
ID_STR_O_NW_TITLE_CONNECTION_TEST,"Проверка соединения"
ID_STR_O_NW_TITLE_DETAILE_INFORMATION,"Подробная информация"
ID_STR_O_NW_TITLE_DNS,"DNS"
ID_STR_O_NW_TITLE_DNS_SETTING,"Установки DNS"
ID_STR_O_NW_TITLE_IPADDRESS,"Выбор метода установки IP-адреса"
ID_STR_O_NW_TITLE_LIST_ACCESS_POINT_SETTING,"Список установок точек доступа"
ID_STR_O_NW_TITLE_LIST_ACCESS_POINT_SSID,"Выбор точки доступа"
ID_STR_O_NW_TITLE_NWSETTINGTOP,"Сетевые настройки"
ID_STR_O_NW_TITLE_NWSETTING_RESET,"Инициализац."
ID_STR_O_NW_TITLE_NW_POWERSAVING,"Экон. питания сети"
ID_STR_O_NW_TITLE_PPPOE,"Установки PPPoE"
ID_STR_O_NW_TITLE_PROXY,"Прокси"
ID_STR_O_NW_TITLE_PROXY_SETTING,"Установки прокси-сервера"
ID_STR_O_NW_TITLE_SAVE_ACCESS_POINT_SETTING,"Установки точек доступа"
ID_STR_O_NW_TITLE_SECURITY_KEY,"Установки ключа шифрования"
ID_STR_O_NW_TITLE_SECURITY_MODE,"Выбор метода шифрования WLAN"
ID_STR_O_NW_TITLE_SSID,"Имя SSID"
ID_STR_O_NW_TITLE_TIMEZONE,"Часовой пояс"
ID_STR_O_NW_TITLE_USED_ACCESS_POINT,"Выбор точки доступа"
ID_STR_O_SI_BUTTON_ALBUM_ALL,"Все в этом событии"
ID_STR_O_SI_BUTTON_FOLDER_ALL,"Все в этой папке"
ID_STR_O_SI_BUTTON_MY_FAVORITE_ALL,"Все в Избранные"
ID_STR_O_SI_BUTTON_SELECT_IMAGE,"Составные снимки"
ID_STR_O_SI_BUTTON_SHAREMARK_ALL,"Все в метке доступа"
ID_STR_O_SI_GUIDE_EXIT_SHAREDIMAGE,"Выход из DLNA-сети"
ID_STR_O_SI_GUIDE_SELECTED_IMAGE_ALL_CANCEL,"Отмена всех выбранных снимков"
ID_STR_O_SI_SUBMENU_EXIT_SHAREDIMAGE01,"Выход"
ID_STR_O_SI_SUBMENU_EXIT_SHAREDIMAGE02,"Выход"
ID_STR_O_SI_SUBMENU_SELECTED_IMAGE_CANCEL_01,"Удалить"
ID_STR_O_SI_SUBMENU_SELECTED_IMAGE_CANCEL_02,"Все"
ID_STR_O_SI_TEXT_EXIT_AND_RETURN_TO_HOME,"Выход из DLNA-сети и возврат\nк экрану HOME"
ID_STR_O_SI_TEXT_EXIT_SHAREDIMAGE,"Завершить работу с совместно\nиспользуемыми снимками"
ID_STR_O_SI_TEXT_NOT_USE_MOVIE_FILE,"Операция не может быть выполнена\nдля видеофайлов"
ID_STR_O_SI_TEXT_NOT_USE_PPPOE,"Протокол PPPoE невозможно\nиспользовать с совместно\nиспользуемыми снимками"
ID_STR_O_SI_TEXT_NO_IMAGE,"Нет снимков"
ID_STR_O_SI_TEXT_OVER_SELECTABLE_IMAGE,"Выбрано макс. количество снимков"
ID_STR_O_SI_TEXT_PUBLIC_ALL_ALBUM,"Открыть совместный доступ ко всем\nснимкам в событии"
ID_STR_O_SI_TEXT_PUBLIC_ALL_ALLSHAREMARK,"Откр. совм. дост ко всем с метк. дост"
ID_STR_O_SI_TEXT_PUBLIC_ALL_FOLDER,"Открыть совместный доступ ко всем\nснимкам в папке"
ID_STR_O_SI_TEXT_PUBLIC_ALL_MY_FAVORITE,"Открыть совместный доступ ко всем\nснимкам в Избранных"
ID_STR_O_SI_TEXT_SELECTED_IMAGE_ALL_CANCEL,"Отмена всех выбранных снимков"
ID_STR_O_SI_TEXT_SELECTED_IMAGE_CANCEL,"Отмена выбранных снимков"
ID_STR_O_SI_TEXT_SELECT_PUBLIC_MEDIA,"Выберите метод совместного доступа"
ID_STR_O_SI_TEXT_TOUCH_SHARE_IMAGE,"Выберите снимки для совместного использования"
ID_STR_O_SI_TITLE_SHAREDIMAGETOP,"Для просмотра"
ID_STR_O_SS_BUTTON_10SEC,"Нормал."
ID_STR_O_SS_BUTTON_30SEC,"Медленная"
ID_STR_O_SS_BUTTON_5SEC,"Быстрая"
ID_STR_O_SS_BUTTON_CONNECTION_TEST,"Пров. соедин."
ID_STR_O_SS_BUTTON_LAST_CONNECTION,"Посл. подкл. устройство"
ID_STR_O_SS_BUTTON_PLAY_IMAGE,"Воспроизв. изобр."
ID_STR_O_SS_BUTTON_PLAY_TIME,"Установки интервала"
ID_STR_O_SS_BUTTON_REPEAT,"Повторение"
ID_STR_O_SS_BUTTON_RESEARCH,"Пов. просм"
ID_STR_O_SS_BUTTON_SELECT_ALBUM,"Событие"
ID_STR_O_SS_BUTTON_SELECT_ALL,"Все"
ID_STR_O_SS_BUTTON_SELECT_FOLDER,"Папка"
ID_STR_O_SS_BUTTON_SELECT_MY_FAVORITE,"Избранные"
ID_STR_O_SS_BUTTON_SELECT_SHAREMARK,"Метка доступа"
ID_STR_O_SS_GUIDE_DETAILE_INFORMATION,"Отображение подробностей\nдля выбранного устройства"
ID_STR_O_SS_GUIDE_EXIT_SLIDESHOW,"Завершение пересылки\nснимков"
ID_STR_O_SS_GUIDE_SLIDESHOW_PLAY,"Передача снимков на\nподключенное устройство"
ID_STR_O_SS_SUBMENU_DETAILE_INFORMATION0,"Подробная информация"
ID_STR_O_SS_SUBMENU_EXIT_SLIDESHOW01,"Выход"
ID_STR_O_SS_SUBMENU_EXIT_SLIDESHOW02,"Выход"
ID_STR_O_SS_SUBMENU_SLIDESHOW_PLAY01,"Cлайд-шоу"
ID_STR_O_SS_SUBMENU_SLIDESHOW_PLAY02,"Cлайд-шоу"
ID_STR_O_SS_TEXT_CONNECT_FAILURE,"Подсоед. невозможно"
ID_STR_O_SS_TEXT_DENY_FROM_RENDERER,"Установки выбранного устройства\nнесовместимы"
ID_STR_O_SS_TEXT_DETAILE_INFORMATION,"Подробная информация"
ID_STR_O_SS_TEXT_DETAILE_INFORMATION_SELECT,"Выберите устройство для отображения"
ID_STR_O_SS_TEXT_DISCONNECT_FROM_RENDERER,"Отключено"
ID_STR_O_SS_TEXT_EXIT_AND_RETURN_TO_HOME,"Выход из DLNA-сети и\nвозврат к экрану HOME"
ID_STR_O_SS_TEXT_EXIT_SLIDESHOW,"Выход из DLNA-сети"
ID_STR_O_SS_TEXT_ID_STR_O_SS_TEXT_SHOWING_TO_RENDERER,"Отобр. на подключен. устройстве. . ."
ID_STR_O_SS_TEXT_IMAGE_SENDING,"Передача данных. . ."
ID_STR_O_SS_TEXT_IPADDRESS,"IP-адрес"
ID_STR_O_SS_TEXT_LAST_CONNECTION_NOT_FOUND,"Ранее подключенное устройство\nне обнаружено"
ID_STR_O_SS_TEXT_LAST_CONNECTION_SERARCHING,"Поиск… "
ID_STR_O_SS_TEXT_MACADDRESS,"MAC-адрес"
ID_STR_O_SS_TEXT_NICKNAME,"Сокращ. назв."
ID_STR_O_SS_TEXT_NOTREADY_RENDERER,"Выбранное устройство не готово\nдля отображения"
ID_STR_O_SS_TEXT_NOT_USE_MOVIE_FILE,"Операция не может быть выполнена\nдля видеофайлов"
ID_STR_O_SS_TEXT_NOT_USE_PPPOE,"Протокол PPPoE невозможно\nиспользовать с другим устройством"
ID_STR_O_SS_TEXT_NO_IMAGE,"Нет снимков"
ID_STR_O_SS_TEXT_NO_LAST_CONNECTION_INFORMATION,"Нет информации о последнем\nподключенном устройстве"
ID_STR_O_SS_TEXT_RENDERER_CONNECTION_TIMEOUT,"Истекло время ожидания\nподключения к серверу"
ID_STR_O_SS_TEXT_RENDERER_NOSUPPORT_SLIDESHOW,"Слайд-шоу не поддерживается"
ID_STR_O_SS_TEXT_RENDERER_NOT_FOUND,"Подключаемое устройство\nне обнаружено"
ID_STR_O_SS_TEXT_RENDERER_SERARCH,"Поиск вн. устр-в"
ID_STR_O_SS_TEXT_RENDERER_SERARCHING,"Поиск устройства. . ."
ID_STR_O_SS_TEXT_RESPONSE_INCORRECT,"Недопустимый ответ"
ID_STR_O_SS_TEXT_SEND_IMAGE_SELECT,"Выберите снимки для передачи"
ID_STR_O_SS_TEXT_SEND_TEST_IMAGE,"Отправить пробн. снимок"
ID_STR_O_SS_TEXT_SOCKET_ERROR,"При передаче данных возн. ошибка"
ID_STR_O_SS_TEXT_TEST_IMAGE_SENDING,"Отправка пробного снимка. . ."
ID_STR_O_SS_TEXT_TOUCH_FIRST_IMAGE,"Прикос. к изоб. нач. слайд-шоу"
ID_STR_O_SS_TITLE_CONNECTION_TEST,"Проверка соединения"
ID_STR_O_SS_TITLE_DETAILE_INFORMATION,"Детали"
ID_STR_O_SS_TITLE_PLAY_IMAGE,"Воспроизв. изобр."
ID_STR_O_SS_TITLE_PLAY_TIME,"Установки интервала"
ID_STR_O_SS_TITLE_REPEAT,"Повторение"
ID_STR_O_SS_TITLE_SLIDESHOWTOP,"Отпр. и просмотр"
ID_STR_O_SS_TITLE_SLIDESHOW_PLAY,"Cлайд-шоу"
ID_STR_PBMENU_FOLDERALL_ENTRY,"Добавить все в папку"
[sch.csv]
ID_STR_O_BR_BUTTON_BROWSER_INFORMATION,"网络浏览器信息"
ID_STR_O_BR_BUTTON_CACERT,"CA证书"
ID_STR_O_BR_BUTTON_CACHE,"缓存"
ID_STR_O_BR_BUTTON_CACHE_ALL_DELETE,"删除所有缓存"
ID_STR_O_BR_BUTTON_CHARSET,"字符编码"
ID_STR_O_BR_BUTTON_CHARSET_BIG5,"繁体中文（Big5）"
ID_STR_O_BR_BUTTON_CHARSET_EUC_JP,"日文（EUC-JP）"
ID_STR_O_BR_BUTTON_CHARSET_EUC_KR,"韩文（EUC-KR）"
ID_STR_O_BR_BUTTON_CHARSET_GB18030,"简体中文（GB18030）"
ID_STR_O_BR_BUTTON_CHARSET_ISO2022JP,"日文（ISO-2002-JP）"
ID_STR_O_BR_BUTTON_CHARSET_ISO_8859_1,"西欧（ISO-8859-1）"
ID_STR_O_BR_BUTTON_CHARSET_SJIS,"日文（Shift-JIS）"
ID_STR_O_BR_BUTTON_CHARSET_UTF8,"Unicode(UTF-8)"
ID_STR_O_BR_BUTTON_COOKIE,"Cookie"
ID_STR_O_BR_BUTTON_COOKIE_ALL_DELETE,"删除所有Cookie"
ID_STR_O_BR_BUTTON_DETAILE_INFORMATION,"详细显示设置"
ID_STR_O_BR_BUTTON_DOWN,"向下"
ID_STR_O_BR_BUTTON_HOMEPAGE,"主页"
